-1.222761981027248590e-01,8.883815391939529071e-01,-4.728138901705455921e-01,1.446638394647908020e-02,3.757554310461788671e-01,-7.998621404868310192e-01,-4.532308579065086884e-01,6.186011017920409749e-01,-4.842895385119073692e-01,9.595333912096070117e-01,-1.000000000000000000e+00
9.647121095338965224e-01,5.643543006034219545e-01,-6.306277872148901009e-01,-6.336222976969937415e-01,-2.386518833891650426e-01,2.935177597648130909e-01,-9.007424423744315733e-01,1.501296847488774733e-01,-5.916840239117951983e-01,5.832990686165444583e-01,-1.000000000000000000e+00
7.337456982112728898e-01,6.881666378786539529e-01,-9.258013099619790687e-01,-8.319884059770423779e-01,3.751999631612855102e-01,-8.127197233914220664e-01,-8.430121269778789728e-01,-1.299926656217414685e-03,-5.833447177773055659e-01,8.635824882740507080e-01,-1.000000000000000000e+00
-5.498107687220418205e-01,9.416705193612160407e-01,-7.371243504784926737e-01,9.863012808390571040e-01,8.953259738842452853e-01,-9.864404404853461816e-01,4.809976841238342016e-01,7.236971932600226864e-01,4.677412548251911328e-01,8.055631461463913512e-01,-1.000000000000000000e+00
6.068029181384756443e-01,-7.296167261799866299e-01,-4.658750514407415388e-01,5.236999113760963942e-01,8.865000528845998762e-01,-8.150957930440811960e-01,-5.675027215895469546e-01,8.716908969981461697e-01,-1.480467967298868329e-02,-5.057641167846812502e-01,1.000000000000000000e+00
9.596464451147563857e-01,-7.375256749658748445e-01,-9.549462620956669090e-01,-9.878953766792678559e-01,8.120601816114493277e-01,-9.174720977640636876e-01,-2.842880407956701605e-01,8.364820259679249803e-01,-3.685483335791555626e-01,6.538082421159822077e-01,-1.000000000000000000e+00
9.942053984531903366e-01,9.346335395925231548e-01,-8.222724041813891382e-01,8.885244875830061728e-01,3.216613770136143580e-01,-2.639672275686440195e-02,1.689665578709388660e-01,2.149219599530915736e-01,7.008273989400641835e-01,-4.655344424722611674e-01,-1.000000000000000000e+00
-2.254868785169913958e-01,3.084494553801874761e-01,3.100627945311195122e-01,-8.379675475857467637e-01,4.128586227235513939e-01,-7.165127051917473677e-01,1.327499198962850679e-01,9.614919594200596054e-01,-7.767322571539218012e-01,9.298635800066715751e-01,1.000000000000000000e+00
-2.194536844342014903e-01,4.196555486605636487e-01,3.086350499306251272e-01,1.991966943567123061e-01,7.997583790724061004e-01,-9.439135623420040755e-01,8.616949540389525763e-01,9.790214291250041168e-01,-3.382739351744730727e-01,8.923743820733426313e-01,1.000000000000000000e+00
4.716055670005702138e-01,1.022854436269049760e-01,-7.468475445184629136e-01,-2.250632864878107930e-01,8.087089370170673641e-01,-8.434934170202804671e-01,-1.665276240300550270e-01,9.279252506034640913e-01,5.118168674645576233e-02,3.530338198309003195e-01,1.000000000000000000e+00
8.715135277772801947e-01,3.938488123470196278e-01,-7.446772213246598549e-01,9.993192315078766041e-01,9.810282909223905223e-01,-8.078402553614444370e-01,2.958628063720371570e-01,3.920277069500466838e-01,9.861042797274067739e-01,-7.385924396198999542e-01,1.000000000000000000e+00
6.652235848525742679e-01,8.946186123625810005e-01,-8.222601922876493497e-01,1.863113671446731123e-01,4.556194467440644047e-01,-4.879740994450890157e-01,-5.718723945232385697e-01,5.713324342860438554e-01,2.163474380473452419e-01,6.708002514319670873e-01,1.000000000000000000e+00
-5.518952255597169287e-01,9.824397458742636369e-01,-1.931394196871152047e-01,6.753085443170488977e-01,3.876002668465613477e-01,-9.359666747494230776e-01,3.520753867083487032e-01,5.695291149251306972e-01,-3.626254689818199095e-01,9.977894008294130312e-01,-1.000000000000000000e+00
9.507068017604785037e-01,-6.316728908937953302e-02,-3.913377317102627040e-01,-1.037073774585654529e-01,2.109610927074818121e-01,3.551934421869030745e-01,-6.894159500579063460e-01,9.512461395172130407e-01,-1.417698694655538938e-01,-3.259469351780411861e-01,1.000000000000000000e+00
-4.387158887318606815e-02,8.381951230138693365e-01,-5.486393994641337590e-01,7.787000769779569564e-01,5.041689976796916994e-01,-8.182360671503086103e-01,-5.318083223240723800e-01,7.891167453286652700e-01,-3.500579194723485443e-01,4.713670715981442827e-01,-1.000000000000000000e+00
-1.101138314251043915e-01,1.928674849886965470e-01,-9.731377213323449960e-01,-3.928504348991870843e-01,6.748858398102483003e-01,-9.637168494374773742e-01,-9.909727868926643257e-01,-4.861430803929794875e-01,-7.409331753279537747e-01,8.859543249920867058e-01,1.000000000000000000e+00
-2.659484002956674087e-01,9.863428836880602235e-01,3.159295946612563077e-01,9.680441125618544085e-01,-3.872133952002469043e-02,-6.698526185077622319e-01,-9.328376724106439422e-02,5.327070773616238153e-01,-5.146656780463046976e-01,8.614747577022373592e-01,-1.000000000000000000e+00
8.262839438976296025e-01,9.145972210006352299e-01,-5.260296264819644962e-01,9.989965914565827054e-01,8.175345474561012127e-01,-3.722863697893212809e-01,-2.017870875714861470e-02,7.030527695804941191e-01,9.368212521850796115e-01,-3.436162486589405818e-01,-1.000000000000000000e+00
-8.340016238992296049e-01,6.381701357925682050e-01,-8.487773945644913054e-01,9.558078202684432423e-01,6.933735669802337798e-01,-7.991366079774427922e-01,-9.961017146867620076e-01,-1.894465553423023418e-01,-2.888509722405482316e-01,3.752391079067639024e-01,-1.000000000000000000e+00
-8.945281313873360007e-01,6.351579507821983883e-01,-1.291107123386715239e-01,9.953487477729106025e-01,8.303239857097711729e-01,-6.624001379533384082e-01,-9.760516239056740151e-01,1.536423356775412363e-01,3.658021283412468683e-01,7.338236591736682080e-01,-1.000000000000000000e+00
-1.832525063996860992e-01,5.476606932254952653e-01,-8.077058826017927684e-01,9.147802835550398193e-01,8.533991653202254168e-01,-9.161791456337051720e-01,-8.737066214695190514e-01,-9.278944075017146742e-02,1.208209163118983270e-01,3.743490107168515046e-01,-1.000000000000000000e+00
9.370974347122709158e-01,6.808766373660218862e-01,-9.079061787219836477e-01,-9.112301851769735173e-01,-3.719572675937257156e-01,2.253702579928096028e-01,-9.854175375718264851e-01,-4.553003820053838635e-01,-7.467422194583138717e-01,6.743748064339307735e-01,-1.000000000000000000e+00
4.834416127871946633e-01,7.373934822139656120e-01,-6.730415940272989062e-01,-2.692298656094158082e-01,6.490169980592026544e-01,-7.843989353911635654e-01,-2.044988921729218034e-01,3.870924699830415872e-01,-2.190234272332728938e-01,4.994641027788443433e-01,-1.000000000000000000e+00
8.604736929700599335e-01,-4.354079219911311666e-02,-8.677754966710093942e-01,-6.420873058313536497e-01,7.394453738160937650e-01,-5.900054806254420026e-01,-7.604789232789709308e-01,4.282842320854156615e-01,1.072106918225939343e-01,3.832691238157026059e-01,1.000000000000000000e+00
-4.118604292888108920e-01,9.597059058315914326e-01,5.339411647412991568e-01,9.325127015937403341e-01,-1.360083213166854710e-01,4.731723326668031970e-01,-5.847335103765187725e-01,9.420101884544824777e-01,-2.452971543025822820e-01,-7.658499326968784549e-02,1.000000000000000000e+00
-3.906389641204570107e-01,4.415044711735734428e-01,-3.600695900090623014e-01,9.890645869005428859e-01,9.665549220878841830e-01,-9.926599852309770933e-01,9.069322592376116710e-01,9.774441287480909457e-01,5.939867734409139954e-01,3.354796683081081587e-01,1.000000000000000000e+00
9.335261666891629950e-01,-5.584366354260545950e-01,-7.837481469117434374e-01,3.248529494703926712e-01,9.203247041016620056e-01,-4.661419534243509410e-01,1.656650111195882291e-01,9.642348107917557698e-01,7.896860745424316708e-01,-9.242002693322275420e-01,1.000000000000000000e+00
-1.792614490146792749e-01,3.229902438117986385e-01,-6.225276915270381295e-01,7.410678495308289371e-01,5.917762844435324743e-01,-9.414976232909412213e-01,-8.653042003492392720e-01,6.377792205008647741e-01,-7.575600739282923879e-01,5.213929297220508685e-01,1.000000000000000000e+00
7.831665437457820955e-01,8.104469645285632406e-01,1.466551741988323387e-01,9.860282908230801890e-01,2.274737305675750831e-01,8.257692359664372539e-01,-9.375473346037355160e-01,1.713793433087460738e-01,5.597158656115917008e-01,-6.521112096453269835e-01,1.000000000000000000e+00
